MONTH,DAY_OF_MONTH,FL_DATE,MKT_CARRIER,OP_CARRIER,ORIGIN,DEST,CRS_ELAPSED_TIME,DISTANCE,CRS_DEP_1hrpre,CRS_DEP_1hrpost,DEP_1hrpre_num,Arr_1hrpre_num,max_temp_f,min_temp_f,max_dewpoint_f,min_dewpoint_f,precip_in,avg_wind_speed_kts,snow_in,avg_feel,FAA_class,scheduled_Turnarnd,Scheduled_DEP,Scheduled_ARR_Ori,Actual_ARR_dt_Ori,Scheduled_DEP_EST,Scheduled_ARR_EST,Scheduled_ARR_Local,late_airjet_when_turnaround_within_180,day_of_week,DEP_DEL15
9,9,2023-09-09,DL,DL,MSP,MKE,72.0,297,09SEP23:14:00:00,09SEP23:16:00:00,12,4,78,60,62.0,50.0,0.05,5.0400624,0.0,66.75819,Lrg,81.0,09/09/2023 15:39:00,09/09/2023 16:51:00,09/09/2023 16:35:00,09/09/2023 16:39:00,09/09/2023 17:51:00,09/09/2023 16:51:00,0,Saturday,0.0
3,2,2023-03-02,DL,DL,BOS,LGA,82.0,184,02MAR23:13:00:00,02MAR23:15:00:00,19,38,44,37,41.0,26.1,0.58,9.906329,0.0,33.390846,Lrg,57.0,03/02/2023 14:00:00,03/02/2023 15:22:00,03/02/2023 15:24:00,03/02/2023 14:00:00,03/02/2023 15:22:00,03/02/2023 15:22:00,0,Thursday,0.0
6,14,2023-06-14,HA,HA,OGG,HNL,44.0,100,14JUN23:08:00:00,14JUN23:10:00:00,5,5,90,68,68.0,63.0,0.0,11.372126,0.0,80.40502,Med,33.0,06/14/2023  9:41:00,06/14/2023 10:25:00,06/14/2023 10:20:00,06/14/2023 15:41:00,06/14/2023 16:25:00,06/14/2023 10:25:00,0,Wednesday,0.0
10,20,2023-10-20,WN,WN,SAN,MDW,230.0,1728,20OCT23:19:00:00,20OCT23:21:00:00,15,14,79,64,66.0,63.0,0.0,3.9972906,0.0,69.68516,Lrg,45.0,10/20/2023 20:00:00,10/20/2023 23:50:00,10/21/2023  0:03:00,10/20/2023 23:00:00,10/21/2023  2:50:00,10/21/2023  1:50:00,1,Friday,1.0
10,20,2023-10-20,DL,9E,JFK,RDU,128.0,427,20OCT23:18:00:00,20OCT23:20:00:00,16,20,64,60,62.0,55.0,0.67,10.427715,0.0,61.459118,Lrg,50.0,10/20/2023 19:33:00,10/20/2023 21:41:00,10/20/2023 21:38:00,10/20/2023 19:33:00,10/20/2023 21:41:00,10/20/2023 21:41:00,0,Friday,0.0
10,21,2023-10-21,AA,OO,PHX,FLG,51.0,119,21OCT23:15:00:00,21OCT23:17:00:00,35,0,101,72,39.0,27.0,0.0,3.910393,0.0,83.46014,Lrg,58.0,10/21/2023 16:51:00,10/21/2023 17:42:00,10/21/2023 17:39:00,10/21/2023 19:51:00,10/21/2023 19:42:00,10/21/2023 17:42:00,1,Saturday,0.0
2,4,2023-02-04,NK,NK,LAX,DFW,181.0,1235,04FEB23:08:00:00,04FEB23:10:00:00,45,15,66,46,54.0,37.0,0.0,5.0400624,0.0,56.08175,Lrg,63.0,02/04/2023  9:20:00,02/04/2023 12:21:00,02/04/2023 12:15:00,02/04/2023 12:20:00,02/04/2023 15:21:00,02/04/2023 14:21:00,0,Saturday,0.0
6,11,2023-06-11,DL,DL,DCA,ATL,120.0,547,11JUN23:15:00:00,11JUN23:17:00:00,31,56,91,66,62.1,53.1,0.0,9.211148,0.0,77.53841,Lrg,119.0,06/11/2023 16:00:00,06/11/2023 18:00:00,06/11/2023 17:49:00,06/11/2023 16:00:00,06/11/2023 18:00:00,06/11/2023 18:00:00,1,Sunday,0.0
11,30,2023-11-30,DL,9E,MKE,LGA,128.0,738,30NOV23:09:00:00,30NOV23:11:00:00,2,33,51,32,33.0,26.0,0.0,8.342172,0.0,35.146214,Med,46.0,11/30/2023 10:51:00,11/30/2023 12:59:00,11/30/2023 12:41:00,11/30/2023 11:51:00,11/30/2023 13:59:00,11/30/2023 13:59:00,0,Thursday,0.0
7,16,2023-07-16,DL,DL,DFW,LGA,221.0,1389,16JUL23:08:00:00,16JUL23:10:00:00,64,13,88,74,78.0,71.0,0.32,7.386298,0.0,88.95807,Lrg,55.0,07/16/2023  9:34:00,07/16/2023 13:15:00,07/16/2023 14:26:00,07/16/2023 10:34:00,07/16/2023 14:15:00,07/16/2023 14:15:00,1,Sunday,1.0
4,10,2023-04-10,AA,AA,ORD,LAX,278.0,1744,10APR23:12:00:00,10APR23:14:00:00,42,22,71,49,30.0,27.0,0.0,6.95181,0.0,60.552773,Lrg,70.0,04/10/2023 13:15:00,04/10/2023 17:53:00,04/10/2023 17:10:00,04/10/2023 14:15:00,04/10/2023 18:53:00,04/10/2023 15:53:00,0,Monday,0.0
6,3,2023-06-03,UA,UA,EWR,BOS,77.0,200,03JUN23:10:00:00,03JUN23:12:00:00,25,21,74,56,62.1,46.0,0.0,8.168377,0.0,67.448784,Lrg,77.0,06/03/2023 11:59:00,06/03/2023 13:16:00,06/03/2023 13:05:00,06/03/2023 11:59:00,06/03/2023 13:16:00,06/03/2023 13:16:00,0,Saturday,0.0
9,28,2023-09-28,AA,AA,CLT,FLL,121.0,632,28SEP23:10:00:00,28SEP23:12:00:00,17,12,77,58,60.0,53.0,0.0001,6.5173216,0.0,65.94134,Lrg,95.0,09/28/2023 11:35:00,09/28/2023 13:36:00,09/28/2023 13:18:00,09/28/2023 11:35:00,09/28/2023 13:36:00,09/28/2023 13:36:00,0,Thursday,0.0
1,20,2023-01-20,WN,WN,SAT,DAL,70.0,247,20JAN23:09:00:00,20JAN23:11:00:00,2,16,61,54,37.0,30.0,0.0001,7.0387077,0.0,56.274563,Med,50.0,01/20/2023 10:30:00,01/20/2023 11:40:00,01/20/2023 11:25:00,01/20/2023 11:30:00,01/20/2023 12:40:00,01/20/2023 11:40:00,0,Friday,0.0
3,24,2023-03-24,AA,AA,MIA,BOS,199.0,1258,24MAR23:11:00:00,24MAR23:13:00:00,11,18,85,70,70.0,63.0,0.03,7.907684,0.0,77.89421,Lrg,60.0,03/24/2023 12:14:00,03/24/2023 15:33:00,03/24/2023 15:33:00,03/24/2023 12:14:00,03/24/2023 15:33:00,03/24/2023 15:33:00,0,Friday,0.0
10,24,2023-10-24,DL,DL,LAX,SEA,168.0,954,24OCT23:20:00:00,24OCT23:22:00:00,13,38,73,58,61.0,56.0,0.0,5.4745502,0.0,65.10453,Lrg,200.0,10/24/2023 21:05:00,10/24/2023 23:53:00,10/24/2023 23:50:00,10/25/2023  0:05:00,10/25/2023  2:53:00,10/24/2023 23:53:00,0,Tuesday,0.0
6,4,2023-06-04,DL,DL,SLC,DFW,158.0,989,04JUN23:07:00:00,04JUN23:09:00:00,8,69,81,57,48.9,39.9,0.0001,6.256629,0.0,68.71862,Lrg,63.0,06/04/2023  8:00:00,06/04/2023 10:38:00,06/04/2023 10:38:00,06/04/2023 10:00:00,06/04/2023 12:38:00,06/04/2023 11:38:00,0,Sunday,0.0
6,1,2023-06-01,UA,UA,DEN,BZN,107.0,524,01JUN23:10:00:00,01JUN23:12:00:00,48,1,71,48,52.0,43.0,0.05,6.95181,0.0,59.391987,Lrg,80.0,06/01/2023 11:35:00,06/01/2023 13:22:00,06/01/2023 13:00:00,06/01/2023 13:35:00,06/01/2023 15:22:00,06/01/2023 13:22:00,0,Thursday,0.0
11,14,2023-11-14,AA,AA,SFO,CLT,294.0,2296,14NOV23:22:00:00,15NOV23:00:00:00,20,7,73,56,56.0,49.0,0.03,6.430424,0.0,63.345406,Lrg,157.0,11/14/2023 23:40:00,11/15/2023  4:34:00,11/15/2023  4:19:00,11/15/2023  2:40:00,11/15/2023  7:34:00,11/15/2023  7:34:00,0,Tuesday,0.0
10,19,2023-10-19,AA,AA,DCA,CLT,93.0,331,19OCT23:11:00:00,19OCT23:13:00:00,23,18,71,49,53.0,46.0,0.0,6.7780147,0.0,59.29609,Lrg,51.0,10/19/2023 12:25:00,10/19/2023 13:58:00,10/19/2023 13:45:00,10/19/2023 12:25:00,10/19/2023 13:58:00,10/19/2023 13:58:00,0,Thursday,0.0
7,29,2023-07-29,DL,DL,ATL,BDL,139.0,859,29JUL23:08:00:00,29JUL23:10:00:00,78,2,98,77,72.0,67.0,0.0,5.4745502,0.0,89.86876,Lrg,130.0,07/29/2023  9:50:00,07/29/2023 12:09:00,07/29/2023 12:11:00,07/29/2023  9:50:00,07/29/2023 12:09:00,07/29/2023 12:09:00,1,Saturday,0.0
8,12,2023-08-12,WN,WN,DEN,STL,120.0,770,12AUG23:06:00:00,12AUG23:08:00:00,43,0,87,67,53.0,47.0,0.0,9.211148,0.0,74.322296,Lrg,55.0,08/12/2023  7:35:00,08/12/2023  9:35:00,08/12/2023  9:26:00,08/12/2023  9:35:00,08/12/2023 11:35:00,08/12/2023 10:35:00,0,Saturday,0.0
10,24,2023-10-24,WN,WN,HOU,ABQ,130.0,759,24OCT23:20:00:00,24OCT23:22:00:00,9,3,86,73,71.0,65.0,0.0,11.904975,0.0,80.58532,Med,15.0,10/24/2023 21:30:00,10/24/2023 23:40:00,10/25/2023  0:15:00,10/24/2023 22:30:00,10/25/2023  0:40:00,10/24/2023 22:40:00,0,Tuesday,1.0
11,30,2023-11-30,AA,OH,DCA,DAY,95.0,391,30NOV23:21:00:00,30NOV23:23:00:00,3,2,55,31,34.0,14.0,0.0,6.169731,0.0,39.392216,Lrg,61.0,11/30/2023 22:00:00,11/30/2023 23:35:00,11/30/2023 23:54:00,11/30/2023 22:00:00,11/30/2023 23:35:00,11/30/2023 23:35:00,1,Thursday,1.0
1,20,2023-01-20,B6,B6,RNO,LAX,90.0,391,20JAN23:19:00:00,20JAN23:21:00:00,3,23,36,12,17.1,9.0,0.0,1.9986453,0.0,19.888332,Med,45.0,01/20/2023 20:13:00,01/20/2023 21:43:00,01/20/2023 21:34:00,01/20/2023 23:13:00,01/21/2023  0:43:00,01/20/2023 21:43:00,0,Friday,0.0
7,19,2023-07-19,B6,B6,ORD,JFK,136.0,740,19JUL23:08:00:00,19JUL23:10:00:00,91,15,86,63,59.0,53.0,0.0,3.6497002,0.0,75.33698,Lrg,35.0,07/19/2023  9:43:00,07/19/2023 11:59:00,07/19/2023 11:57:00,07/19/2023 10:43:00,07/19/2023 12:59:00,07/19/2023 12:59:00,0,Wednesday,0.0
11,13,2023-11-13,WN,WN,BWI,FLL,165.0,925,13NOV23:07:00:00,13NOV23:09:00:00,14,7,56,29,36.0,25.0,0.0,2.8676217,0.0,42.86796,Lrg,40.0,11/13/2023  8:30:00,11/13/2023 11:15:00,11/13/2023 11:55:00,11/13/2023  8:30:00,11/13/2023 11:15:00,11/13/2023 11:15:00,0,Monday,1.0
11,29,2023-11-29,WN,WN,MSP,MDW,85.0,349,29NOV23:09:00:00,29NOV23:11:00:00,18,15,48,26,27.0,22.0,0.0,5.300755,0.0,31.299463,Lrg,45.0,11/29/2023 10:50:00,11/29/2023 12:15:00,11/29/2023 11:59:00,11/29/2023 11:50:00,11/29/2023 13:15:00,11/29/2023 12:15:00,0,Wednesday,0.0
9,1,2023-09-01,DL,DL,MSY,JFK,198.0,1182,01SEP23:10:00:00,01SEP23:12:00:00,5,15,94,78,77.0,68.0,0.0001,5.12696,0.0,91.94331,Med,60.0,09/01/2023 11:11:00,09/01/2023 14:29:00,09/01/2023 14:09:00,09/01/2023 12:11:00,09/01/2023 15:29:00,09/01/2023 15:29:00,0,Friday,0.0
8,2,2023-08-02,AA,MQ,DFW,ELP,98.0,551,02AUG23:12:00:00,02AUG23:14:00:00,64,2,106,83,71.0,58.0,0.0,9.298046,0.0,98.00952,Lrg,133.0,08/02/2023 13:52:00,08/02/2023 15:30:00,08/02/2023 15:27:00,08/02/2023 14:52:00,08/02/2023 16:30:00,08/02/2023 14:30:00,1,Wednesday,0.0
6,11,2023-06-11,DL,DL,ORD,DTW,82.0,235,11JUN23:12:00:00,11JUN23:14:00:00,39,7,64,50,55.0,43.0,0.05,16.162958,0.0,56.38174,Lrg,55.0,06/11/2023 13:42:00,06/11/2023 15:04:00,06/11/2023 16:03:00,06/11/2023 14:42:00,06/11/2023 16:04:00,06/11/2023 16:04:00,0,Sunday,1.0
3,21,2023-03-21,UA,OO,SFO,SLC,115.0,599,21MAR23:11:00:00,21MAR23:13:00:00,28,7,56,48,48.9,37.0,1.12,17.031935,0.0,49.195644,Lrg,52.0,03/21/2023 12:56:00,03/21/2023 14:51:00,03/21/2023 14:59:00,03/21/2023 15:56:00,03/21/2023 17:51:00,03/21/2023 15:51:00,1,Tuesday,1.0
10,22,2023-10-22,DL,DL,MSY,LAX,255.0,1670,22OCT23:18:00:00,22OCT23:20:00:00,10,30,86,64,70.0,57.0,0.0,2.1724405,0.0,74.376854,Med,76.0,10/22/2023 19:00:00,10/22/2023 23:15:00,10/22/2023 23:01:00,10/22/2023 20:00:00,10/23/2023  0:15:00,10/22/2023 21:15:00,0,Sunday,0.0
6,2,2023-06-02,DL,DL,LGA,DEN,285.0,1620,02JUN23:16:00:00,02JUN23:18:00:00,32,79,90,66,61.0,46.9,0.05,4.171086,0.0,75.90019,Lrg,69.0,06/02/2023 17:10:00,06/02/2023 21:55:00,06/02/2023 23:00:00,06/02/2023 17:10:00,06/02/2023 21:55:00,06/02/2023 19:55:00,0,Friday,0.0
1,26,2023-01-26,UA,UA,ORD,SEA,291.0,1721,26JAN23:15:00:00,26JAN23:17:00:00,38,11,32,15,28.0,7.0,0.04,9.037353,0.8,13.96394,Lrg,76.0,01/26/2023 16:11:00,01/26/2023 21:02:00,01/26/2023 20:34:00,01/26/2023 17:11:00,01/26/2023 22:02:00,01/26/2023 19:02:00,0,Thursday,0.0
7,18,2023-07-18,AA,AA,DFW,JAX,144.0,918,18JUL23:16:00:00,18JUL23:18:00:00,52,6,108,82,70.0,57.2,0.0,13.295337,0.0,97.85085,Lrg,71.0,07/18/2023 17:24:00,07/18/2023 19:48:00,07/18/2023 19:39:00,07/18/2023 18:24:00,07/18/2023 20:48:00,07/18/2023 20:48:00,0,Tuesday,0.0
11,14,2023-11-14,WN,WN,HNL,ITO,60.0,216,14NOV23:13:00:00,14NOV23:15:00:00,13,1,83,73,70.0,63.0,0.01,13.469131,0.0,77.104485,Med,70.0,11/14/2023 14:00:00,11/14/2023 15:00:00,11/14/2023 14:41:00,11/14/2023 19:00:00,11/14/2023 20:00:00,11/14/2023 15:00:00,0,Tuesday,0.0
4,21,2023-04-21,DL,DL,PHL,DTW,106.0,453,21APR23:11:00:00,21APR23:13:00:00,14,26,84,49,57.0,46.4,0.0,5.995936,0.0,61.96931,Lrg,55.0,04/21/2023 12:30:00,04/21/2023 14:16:00,04/21/2023 14:17:00,04/21/2023 12:30:00,04/21/2023 14:16:00,04/21/2023 14:16:00,0,Friday,0.0
7,26,2023-07-26,UA,UA,SFO,HNL,321.0,2398,26JUL23:15:00:00,26JUL23:17:00:00,12,13,70,58,55.0,54.0,0.0,13.034643,0.0,62.4039,Lrg,91.0,07/26/2023 16:55:00,07/26/2023 22:16:00,07/26/2023 22:32:00,07/26/2023 19:55:00,07/27/2023  1:16:00,07/26/2023 19:16:00,1,Wednesday,1.0
9,6,2023-09-06,UA,C5,IAH,LNK,136.0,753,06SEP23:15:00:00,06SEP23:17:00:00,4,0,103,77,79.0,66.0,0.0,4.5186763,0.0,96.86063,Lrg,51.0,09/06/2023 16:20:00,09/06/2023 18:36:00,09/06/2023 18:16:00,09/06/2023 17:20:00,09/06/2023 19:36:00,09/06/2023 18:36:00,0,Wednesday,0.0
5,12,2023-05-12,NK,NK,EWR,MYR,108.0,550,12MAY23:13:00:00,12MAY23:15:00:00,26,2,90,60,52.0,44.1,0.0,7.2994003,0.0,75.74022,Lrg,51.0,05/12/2023 14:57:00,05/12/2023 16:45:00,05/12/2023 16:46:00,05/12/2023 14:57:00,05/12/2023 16:45:00,05/12/2023 16:45:00,0,Friday,0.0
5,5,2023-05-05,WN,WN,HOU,SDF,135.0,803,05MAY23:15:00:00,05MAY23:17:00:00,9,6,92,76,75.0,71.1,0.0001,8.77666,0.0,85.20427,Med,40.0,05/05/2023 16:35:00,05/05/2023 18:50:00,05/05/2023 18:30:00,05/05/2023 17:35:00,05/05/2023 19:50:00,05/05/2023 19:50:00,0,Friday,0.0
4,28,2023-04-28,AA,AA,PHL,MIA,177.0,1013,28APR23:17:00:00,28APR23:19:00:00,13,4,56,49,48.9,46.0,1.33,12.513258,0.0,50.47502,Lrg,71.0,04/28/2023 18:45:00,04/28/2023 21:42:00,04/28/2023 22:03:00,04/28/2023 18:45:00,04/28/2023 21:42:00,04/28/2023 21:42:00,0,Friday,0.0
3,5,2023-03-05,UA,UA,LAX,EWR,309.0,2454,05MAR23:15:00:00,05MAR23:17:00:00,18,30,58,50,50.0,43.0,0.06,6.8745646,0.0,53.619095,Lrg,69.0,03/05/2023 16:30:00,03/05/2023 21:39:00,03/05/2023 21:04:00,03/05/2023 19:30:00,03/06/2023  0:39:00,03/06/2023  0:39:00,0,Sunday,0.0
4,12,2023-04-12,NK,NK,ORD,MIA,184.0,1197,12APR23:13:00:00,12APR23:15:00:00,78,8,82,57,46.0,37.9,0.0,12.860848,0.0,70.53589,Lrg,68.0,04/12/2023 14:58:00,04/12/2023 18:02:00,04/12/2023 18:28:00,04/12/2023 15:58:00,04/12/2023 19:02:00,04/12/2023 19:02:00,0,Wednesday,0.0
4,24,2023-04-24,AA,MQ,DFW,MAF,75.0,309,24APR23:13:00:00,24APR23:15:00:00,39,3,70,45,48.9,32.0,0.0001,7.125605,0.0,58.133003,Lrg,78.0,04/24/2023 14:40:00,04/24/2023 15:55:00,04/24/2023 15:48:00,04/24/2023 15:40:00,04/24/2023 16:55:00,04/24/2023 15:55:00,0,Monday,0.0
2,4,2023-02-04,DL,DL,ATL,LGA,135.0,762,04FEB23:17:00:00,04FEB23:19:00:00,33,18,51,30,25.0,16.0,0.0,6.430424,0.0,36.58663,Lrg,70.0,02/04/2023 18:00:00,02/04/2023 20:15:00,02/04/2023 20:17:00,02/04/2023 18:00:00,02/04/2023 20:15:00,02/04/2023 20:15:00,0,Saturday,1.0
3,8,2023-03-08,WN,WN,DEN,MCI,95.0,533,08MAR23:19:00:00,08MAR23:21:00:00,72,8,37,26,27.0,23.0,0.0,9.645637,0.0,22.364712,Lrg,55.0,03/08/2023 20:40:00,03/08/2023 22:15:00,03/08/2023 22:08:00,03/08/2023 22:40:00,03/09/2023  0:15:00,03/08/2023 23:15:00,0,Wednesday,0.0
9,22,2023-09-22,DL,DL,BNA,MSP,132.0,695,22SEP23:17:00:00,22SEP23:19:00:00,19,37,87,59,58.0,52.0,0.0,1.390362,0.0,71.83654,Lrg,60.0,09/22/2023 18:30:00,09/22/2023 20:42:00,09/22/2023 20:25:00,09/22/2023 19:30:00,09/22/2023 21:42:00,09/22/2023 20:42:00,0,Friday,0.0
11,10,2023-11-10,AA,MQ,AUS,IND,144.0,919,10NOV23:07:00:00,10NOV23:09:00:00,20,1,58,54,56.0,53.0,0.4,11.035998,0.0,55.89253,Lrg,34.0,11/10/2023  8:45:00,11/10/2023 11:09:00,11/10/2023 10:50:00,11/10/2023  9:45:00,11/10/2023 12:09:00,11/10/2023 12:09:00,0,Friday,0.0
2,20,2023-02-20,DL,DL,ATL,JAN,79.0,341,20FEB23:10:00:00,20FEB23:12:00:00,62,2,77,47,55.9,34.0,0.0,8.602865,0.0,60.39305,Lrg,91.0,02/20/2023 11:46:00,02/20/2023 13:05:00,02/20/2023 13:03:00,02/20/2023 11:46:00,02/20/2023 13:05:00,02/20/2023 12:05:00,0,Monday,0.0
1,19,2023-01-19,DL,DL,IAH,MSP,163.0,1034,19JAN23:18:00:00,19JAN23:20:00:00,47,20,72,46,48.9,30.0,0.0,5.8221407,0.0,57.671413,Lrg,60.0,01/19/2023 19:14:00,01/19/2023 21:57:00,01/19/2023 22:02:00,01/19/2023 20:14:00,01/19/2023 22:57:00,01/19/2023 21:57:00,0,Thursday,0.0
2,10,2023-02-10,AA,PT,PHL,MDT,56.0,84,10FEB23:14:00:00,10FEB23:16:00:00,7,2,63,43,55.0,28.9,0.0,12.773951,0.0,53.849228,Lrg,41.0,02/10/2023 15:30:00,02/10/2023 16:26:00,02/10/2023 16:18:00,02/10/2023 15:30:00,02/10/2023 16:26:00,02/10/2023 16:26:00,0,Friday,0.0
2,10,2023-02-10,NK,NK,DEN,LAS,124.0,628,10FEB23:21:00:00,10FEB23:23:00:00,21,29,40,9,26.1,3.0,0.0,8.4290695,0.0,16.182196,Lrg,82.0,02/10/2023 22:20:00,02/11/2023  0:24:00,02/11/2023  0:00:00,02/11/2023  0:20:00,02/11/2023  2:24:00,02/10/2023 23:24:00,0,Friday,0.0
4,27,2023-04-27,NK,NK,ATL,DTW,115.0,594,27APR23:12:00:00,27APR23:14:00:00,52,12,62,55,59.0,52.0,0.4,7.994581,0.0,58.599373,Lrg,55.0,04/27/2023 13:00:00,04/27/2023 14:55:00,04/27/2023 15:08:00,04/27/2023 13:00:00,04/27/2023 14:55:00,04/27/2023 14:55:00,0,Thursday,1.0
6,16,2023-06-16,DL,YX,LGA,CMH,123.0,479,16JUN23:16:00:00,16JUN23:18:00:00,31,5,82,64,60.1,48.0,0.16,5.7352433,0.0,70.072624,Lrg,53.0,06/16/2023 17:35:00,06/16/2023 19:38:00,06/16/2023 21:09:00,06/16/2023 17:35:00,06/16/2023 19:38:00,06/16/2023 19:38:00,1,Friday,1.0
1,3,2023-01-03,WN,WN,STL,MCO,140.0,882,03JAN23:15:00:00,03JAN23:17:00:00,10,22,72,45,61.0,32.0,0.81,10.25392,0.0,60.082073,Med,40.0,01/03/2023 16:15:00,01/03/2023 18:35:00,01/03/2023 18:33:00,01/03/2023 17:15:00,01/03/2023 19:35:00,01/03/2023 19:35:00,0,Tuesday,0.0
1,17,2023-01-17,B6,B6,BNA,FLL,139.0,793,17JAN23:16:00:00,17JAN23:18:00:00,12,8,70,47,55.9,45.0,0.28,5.1212544,0.0,58.84237,Lrg,45.0,01/17/2023 17:55:00,01/17/2023 20:14:00,01/17/2023 20:07:00,01/17/2023 18:55:00,01/17/2023 21:14:00,01/17/2023 21:14:00,0,Tuesday,0.0
5,9,2023-05-09,WN,WN,DEN,RNO,140.0,804,09MAY23:07:00:00,09MAY23:09:00:00,31,1,78,43,52.0,41.0,0.0,11.209793,0.0,59.977818,Lrg,60.0,05/09/2023  8:00:00,05/09/2023 10:20:00,05/09/2023 10:13:00,05/09/2023 10:00:00,05/09/2023 12:20:00,05/09/2023  9:20:00,0,Tuesday,0.0
10,1,2023-10-01,WN,WN,DAL,ATL,125.0,721,01OCT23:19:00:00,01OCT23:21:00:00,9,73,92,71,63.0,56.0,0.0,3.7365978,0.0,80.96136,Med,95.0,10/01/2023 20:30:00,10/01/2023 22:35:00,10/01/2023 22:11:00,10/01/2023 21:30:00,10/01/2023 23:35:00,10/01/2023 23:35:00,0,Sunday,0.0
11,4,2023-11-04,DL,DL,ATL,LAX,290.0,1947,04NOV23:18:00:00,04NOV23:20:00:00,58,25,73,42,44.0,31.0,0.0,4.5186763,0.0,56.445656,Lrg,103.0,11/04/2023 19:20:00,11/05/2023  0:10:00,11/04/2023 23:49:00,11/04/2023 19:20:00,11/05/2023  0:10:00,11/04/2023 21:10:00,0,Saturday,0.0
10,5,2023-10-05,WN,WN,BWI,DEN,240.0,1491,05OCT23:08:00:00,05OCT23:10:00:00,27,76,81,54,66.2,51.0,0.0,3.215212,0.0,68.39503,Lrg,45.0,10/05/2023  9:15:00,10/05/2023 13:15:00,10/05/2023 13:22:00,10/05/2023  9:15:00,10/05/2023 13:15:00,10/05/2023 11:15:00,0,Thursday,0.0
7,24,2023-07-24,DL,DL,DTW,JAX,137.0,813,24JUL23:19:00:00,24JUL23:21:00:00,16,3,82,63,66.2,60.8,0.05,4.344881,0.0,73.57283,Lrg,6.0,07/24/2023 20:20:00,07/24/2023 22:37:00,07/24/2023 23:46:00,07/24/2023 20:20:00,07/24/2023 22:37:00,07/24/2023 22:37:00,0,Monday,1.0
3,25,2023-03-25,WN,WN,SJC,DEN,145.0,948,25MAR23:19:00:00,25MAR23:21:00:00,1,44,58,39,36.0,28.9,0.0,9.471841,0.0,46.492863,Med,60.0,03/25/2023 20:45:00,03/25/2023 23:10:00,03/25/2023 23:02:00,03/25/2023 23:45:00,03/26/2023  2:10:00,03/26/2023  0:10:00,0,Saturday,0.0
3,12,2023-03-12,WN,WN,CVG,MDW,70.0,249,12MAR23:19:00:00,12MAR23:21:00:00,7,19,38,32,36.0,27.0,0.03,7.994581,0.1,27.750668,Med,45.0,03/12/2023 20:00:00,03/12/2023 21:10:00,03/12/2023 21:27:00,03/12/2023 20:00:00,03/12/2023 21:10:00,03/12/2023 20:10:00,1,Sunday,1.0
2,24,2023-02-24,AA,YX,DCA,MCI,179.0,949,24FEB23:12:00:00,24FEB23:14:00:00,24,6,67,40,46.9,15.1,0.0,12.42636,0.0,51.754963,Lrg,44.0,02/24/2023 13:50:00,02/24/2023 16:49:00,02/24/2023 17:03:00,02/24/2023 13:50:00,02/24/2023 16:49:00,02/24/2023 15:49:00,0,Friday,0.0
6,8,2023-06-08,DL,DL,BNA,ATL,73.0,214,08JUN23:19:00:00,08JUN23:21:00:00,18,68,84,63,62.1,41.0,0.0,4.431779,0.0,72.6293,Lrg,62.0,06/08/2023 20:10:00,06/08/2023 21:23:00,06/08/2023 21:17:00,06/08/2023 21:10:00,06/08/2023 22:23:00,06/08/2023 22:23:00,0,Thursday,0.0
8,7,2023-08-07,AA,MQ,MIA,EYW,57.0,126,07AUG23:17:00:00,07AUG23:19:00:00,17,1,95,83,79.0,76.0,0.0,5.12696,0.0,101.25682,Lrg,537.0,08/07/2023 18:01:00,08/07/2023 18:58:00,08/07/2023 18:46:00,08/07/2023 18:01:00,08/07/2023 18:58:00,08/07/2023 18:58:00,0,Monday,0.0
10,26,2023-10-26,DL,DL,SEA,DEN,161.0,1024,26OCT23:19:00:00,26OCT23:21:00:00,24,69,52,37,38.0,29.0,0.0,3.8234954,0.0,41.9708,Lrg,105.0,10/26/2023 20:45:00,10/26/2023 23:26:00,10/26/2023 23:11:00,10/26/2023 23:45:00,10/27/2023  2:26:00,10/27/2023  0:26:00,0,Thursday,0.0
7,28,2023-07-28,DL,DL,DTW,MCO,170.0,957,28JUL23:14:00:00,28JUL23:16:00:00,25,20,88,70,75.2,68.0,0.0,4.344881,0.0,81.641785,Lrg,70.0,07/28/2023 15:55:00,07/28/2023 18:45:00,07/28/2023 18:34:00,07/28/2023 15:55:00,07/28/2023 18:45:00,07/28/2023 18:45:00,0,Friday,0.0
5,19,2023-05-19,UA,C5,IAD,ALB,90.0,325,19MAY23:11:00:00,19MAY23:13:00:00,0,5,77,47,55.9,44.1,0.0,4.8662667,0.0,63.401188,Lrg,305.0,05/19/2023 12:35:00,05/19/2023 14:05:00,05/19/2023 15:20:00,05/19/2023 12:35:00,05/19/2023 14:05:00,05/19/2023 14:05:00,0,Friday,1.0
8,26,2023-08-26,UA,UA,SEA,SFO,132.0,679,26AUG23:18:00:00,26AUG23:20:00:00,24,16,88,59,54.0,48.0,0.0,6.169731,0.0,73.15233,Lrg,62.0,08/26/2023 19:32:00,08/26/2023 21:44:00,08/26/2023 21:32:00,08/26/2023 22:32:00,08/27/2023  0:44:00,08/26/2023 21:44:00,0,Saturday,0.0
2,1,2023-02-01,DL,DL,HNL,DTW,485.0,4475,01FEB23:15:00:00,01FEB23:17:00:00,12,27,82,69,71.1,66.9,0.0,3.8234954,0.0,76.92355,Med,96.0,02/01/2023 16:00:00,02/02/2023  0:05:00,02/02/2023  0:26:00,02/01/2023 21:00:00,02/02/2023  5:05:00,02/02/2023  5:05:00,1,Wednesday,1.0
